n,p,gamma,df,rho,snr,rep,center_X,standardize_X,beta_sparsity,beta_scale,seed,sigma2,empirical_snr,method,mse
200,160,0.8,1.0,0.0,5.0,29,True,True,,1.0,1647528486,5643.45983983207,5.000000000000001,LAD,9.570070026048832
200,160,0.8,1.0,0.0,5.0,29,True,True,,1.0,1647528486,5643.45983983207,5.000000000000001,Huber,9.5430189255476
200,160,0.8,1.0,0.0,10.0,0,True,True,,1.0,974919610,3283.6894799008164,10.000000000000002,OLS,83.01905261296396
200,160,0.8,1.0,0.0,10.0,0,True,True,,1.0,974919610,3283.6894799008164,10.000000000000002,LAD,43.43339979656419
200,160,0.8,1.0,0.0,10.0,0,True,True,,1.0,974919610,3283.6894799008164,10.000000000000002,Huber,24.694201519223306
200,160,0.8,1.0,0.0,10.0,1,True,True,,1.0,26992359,3370.618372990123,9.999999999999998,OLS,58.85535565630503
200,160,0.8,1.0,0.0,10.0,1,True,True,,1.0,26992359,3370.618372990123,9.999999999999998,LAD,18.579288285119752
200,160,0.8,1.0,0.0,10.0,1,True,True,,1.0,26992359,3370.618372990123,9.999999999999998,Huber,15.303698013370312
200,160,0.8,1.0,0.0,10.0,2,True,True,,1.0,1558245078,2829.0711696437015,9.999999999999998,OLS,61.78539072516229
200,160,0.8,1.0,0.0,10.0,2,True,True,,1.0,1558245078,2829.0711696437015,9.999999999999998,LAD,8.880020422849466
200,160,0.8,1.0,0.0,10.0,2,True,True,,1.0,1558245078,2829.0711696437015,9.999999999999998,Huber,7.843270422100491
200,160,0.8,1.0,0.0,10.0,3,True,True,,1.0,344195630,3052.314209731285,9.999999999999998,OLS,63.594603378374885
200,160,0.8,1.0,0.0,10.0,3,True,True,,1.0,344195630,3052.314209731285,9.999999999999998,LAD,10.486963112891887
200,160,0.8,1.0,0.0,10.0,3,True,True,,1.0,344195630,3052.314209731285,9.999999999999998,Huber,6.746032326932337
200,160,0.8,1.0,0.0,10.0,4,True,True,,1.0,1853435582,2986.2130267840075,9.999999999999996,OLS,110.85116263038819
200,160,0.8,1.0,0.0,10.0,4,True,True,,1.0,1853435582,2986.2130267840075,9.999999999999996,LAD,30.801810085539955
200,160,0.8,1.0,0.0,10.0,4,True,True,,1.0,1853435582,2986.2130267840075,9.999999999999996,Huber,22.051936391994612
200,160,0.8,1.0,0.0,10.0,5,True,True,,1.0,1052409650,3902.9834171692028,10.000000000000002,OLS,94.00686899840237
200,160,0.8,1.0,0.0,10.0,5,True,True,,1.0,1052409650,3902.9834171692028,10.000000000000002,LAD,7.090529556712471
200,160,0.8,1.0,0.0,10.0,5,True,True,,1.0,1052409650,3902.9834171692028,10.000000000000002,Huber,6.287619626275095
200,160,0.8,1.0,0.0,10.0,6,True,True,,1.0,2017711479,3784.5963368927332,9.999999999999996,OLS,127.02356383136248
200,160,0.8,1.0,0.0,10.0,6,True,True,,1.0,2017711479,3784.5963368927332,9.999999999999996,LAD,3.844679080691793
200,160,0.8,1.0,0.0,10.0,6,True,True,,1.0,2017711479,3784.5963368927332,9.999999999999996,Huber,2.8680241793768446
200,160,0.8,1.0,0.0,10.0,7,True,True,,1.0,187888238,3309.30310063324,9.999999999999998,OLS,60.76707971179881
200,160,0.8,1.0,0.0,10.0,7,True,True,,1.0,187888238,3309.30310063324,9.999999999999998,LAD,3.3405243343048996
200,160,0.8,1.0,0.0,10.0,7,True,True,,1.0,187888238,3309.30310063324,9.999999999999998,Huber,3.3647554426030526
200,160,0.8,1.0,0.0,10.0,8,True,True,,1.0,1291438222,3149.92566603246,10.0,OLS,80.83768755924208
200,160,0.8,1.0,0.0,10.0,8,True,True,,1.0,1291438222,3149.92566603246,10.0,LAD,28.035258708271577
200,160,0.8,1.0,0.0,10.0,8,True,True,,1.0,1291438222,3149.92566603246,10.0,Huber,17.110381973473586
200,160,0.8,1.0,0.0,10.0,9,True,True,,1.0,1382347331,3178.0732222558017,9.999999999999995,OLS,77.15277968453302
200,160,0.8,1.0,0.0,10.0,9,True,True,,1.0,1382347331,3178.0732222558017,9.999999999999995,LAD,41.45788798971086
200,160,0.8,1.0,0.0,10.0,9,True,True,,1.0,1382347331,3178.0732222558017,9.999999999999995,Huber,26.10322393675714
200,160,0.8,1.0,0.0,10.0,10,True,True,,1.0,1084526898,4130.359798549184,10.000000000000005,OLS,91.94352795014146
200,160,0.8,1.0,0.0,10.0,10,True,True,,1.0,1084526898,4130.359798549184,10.000000000000005,LAD,9.655490545914068
200,160,0.8,1.0,0.0,10.0,10,True,True,,1.0,1084526898,4130.359798549184,10.000000000000005,Huber,9.089126727358758
200,160,0.8,1.0,0.0,10.0,11,True,True,,1.0,852644397,3596.3641257266645,10.0,OLS,115.79541979966541
200,160,0.8,1.0,0.0,10.0,11,True,True,,1.0,852644397,3596.3641257266645,10.0,LAD,63.93722527069927
200,160,0.8,1.0,0.0,10.0,11,True,True,,1.0,852644397,3596.3641257266645,10.0,Huber,52.689208747092515
200,160,0.8,1.0,0.0,10.0,12,True,True,,1.0,1321095770,2927.736901406474,10.000000000000004,OLS,106.04255797037786
200,160,0.8,1.0,0.0,10.0,12,True,True,,1.0,1321095770,2927.736901406474,10.000000000000004,LAD,9.22220244660819
200,160,0.8,1.0,0.0,10.0,12,True,True,,1.0,1321095770,2927.736901406474,10.000000000000004,Huber,7.811969195298356
200,160,0.8,1.0,0.0,10.0,13,True,True,,1.0,1765062453,4179.753976971134,10.0,OLS,79.11341243751762
200,160,0.8,1.0,0.0,10.0,13,True,True,,1.0,1765062453,4179.753976971134,10.0,LAD,45.12572871741761
200,160,0.8,1.0,0.0,10.0,13,True,True,,1.0,1765062453,4179.753976971134,10.0,Huber,32.68996363159641
200,160,0.8,1.0,0.0,10.0,14,True,True,,1.0,1466760660,3181.741187856037,10.0,OLS,74.54608844017282
200,160,0.8,1.0,0.0,10.0,14,True,True,,1.0,1466760660,3181.741187856037,10.0,LAD,34.831611374270395
200,160,0.8,1.0,0.0,10.0,14,True,True,,1.0,1466760660,3181.741187856037,10.0,Huber,14.782835665926592
200,160,0.8,1.0,0.0,10.0,15,True,True,,1.0,1815819230,2463.0142595769094,10.0,OLS,71.34191011119233
200,160,0.8,1.0,0.0,10.0,15,True,True,,1.0,1815819230,2463.0142595769094,10.0,LAD,21.898715231897643
200,160,0.8,1.0,0.0,10.0,15,True,True,,1.0,1815819230,2463.0142595769094,10.0,Huber,19.62246455590357
200,160,0.8,1.0,0.0,10.0,16,True,True,,1.0,1255478624,3367.166033972051,9.999999999999996,OLS,92.72416927413173
200,160,0.8,1.0,0.0,10.0,16,True,True,,1.0,1255478624,3367.166033972051,9.999999999999996,LAD,25.425135069490658
200,160,0.8,1.0,0.0,10.0,16,True,True,,1.0,1255478624,3367.166033972051,9.999999999999996,Huber,20.455748761358542
200,160,0.8,1.0,0.0,10.0,17,True,True,,1.0,897581844,3631.624465193804,10.000000000000002,OLS,86.96213390199895
200,160,0.8,1.0,0.0,10.0,17,True,True,,1.0,897581844,3631.624465193804,10.000000000000002,LAD,22.22329167211412
200,160,0.8,1.0,0.0,10.0,17,True,True,,1.0,897581844,3631.624465193804,10.000000000000002,Huber,9.40989258443415
200,160,0.8,1.0,0.0,10.0,18,True,True,,1.0,1710900219,2381.0627109535876,10.000000000000002,OLS,35.86030023634559
200,160,0.8,1.0,0.0,10.0,18,True,True,,1.0,1710900219,2381.0627109535876,10.000000000000002,LAD,18.329274993020412
200,160,0.8,1.0,0.0,10.0,18,True,True,,1.0,1710900219,2381.0627109535876,10.000000000000002,Huber,18.573984432267032
200,160,0.8,1.0,0.0,10.0,19,True,True,,1.0,1211824417,2605.3563585577435,9.999999999999998,OLS,68.07276100044308
200,160,0.8,1.0,0.0,10.0,19,True,True,,1.0,1211824417,2605.3563585577435,9.999999999999998,LAD,4.269474267672406
200,160,0.8,1.0,0.0,10.0,19,True,True,,1.0,1211824417,2605.3563585577435,9.999999999999998,Huber,3.980276635667174
200,160,0.8,1.0,0.0,10.0,20,True,True,,1.0,866120694,3964.855900516313,10.000000000000002,OLS,81.95141439957527
200,160,0.8,1.0,0.0,10.0,20,True,True,,1.0,866120694,3964.855900516313,10.000000000000002,LAD,6.941689337069134
200,160,0.8,1.0,0.0,10.0,20,True,True,,1.0,866120694,3964.855900516313,10.000000000000002,Huber,5.142313357942828
200,160,0.8,1.0,0.0,10.0,21,True,True,,1.0,1576411107,3580.164375173596,10.000000000000002,OLS,69.95819914822712
200,160,0.8,1.0,0.0,10.0,21,True,True,,1.0,1576411107,3580.164375173596,10.000000000000002,LAD,2.594171152255947
200,160,0.8,1.0,0.0,10.0,21,True,True,,1.0,1576411107,3580.164375173596,10.000000000000002,Huber,2.1021926545223364
200,160,0.8,1.0,0.0,10.0,22,True,True,,1.0,33243223,2374.7028540776555,10.000000000000002,OLS,83.30651294130634
200,160,0.8,1.0,0.0,10.0,22,True,True,,1.0,33243223,2374.7028540776555,10.000000000000002,LAD,4.588098113667344
200,160,0.8,1.0,0.0,10.0,22,True,True,,1.0,33243223,2374.7028540776555,10.000000000000002,Huber,3.7247964652627514
200,160,0.8,1.0,0.0,10.0,23,True,True,,1.0,1341906315,3066.789273799614,9.999999999999996,OLS,58.84624148648915
200,160,0.8,1.0,0.0,10.0,23,True,True,,1.0,1341906315,3066.789273799614,9.999999999999996,LAD,7.94977686389129
200,160,0.8,1.0,0.0,10.0,23,True,True,,1.0,1341906315,3066.789273799614,9.999999999999996,Huber,5.143620996339608
200,160,0.8,1.0,0.0,10.0,24,True,True,,1.0,1791335516,3646.5305641193254,10.0,OLS,148.3763141787992
200,160,0.8,1.0,0.0,10.0,24,True,True,,1.0,1791335516,3646.5305641193254,10.0,LAD,60.2114540573635
200,160,0.8,1.0,0.0,10.0,24,True,True,,1.0,1791335516,3646.5305641193254,10.0,Huber,51.867199715582515
200,160,0.8,1.0,0.0,10.0,25,True,True,,1.0,72317813,3442.4691128480263,10.000000000000002,OLS,63.47007858135917
200,160,0.8,1.0,0.0,10.0,25,True,True,,1.0,72317813,3442.4691128480263,10.000000000000002,LAD,4.4585767387750295
200,160,0.8,1.0,0.0,10.0,25,True,True,,1.0,72317813,3442.4691128480263,10.000000000000002,Huber,3.726105901902911
200,160,0.8,1.0,0.0,10.0,26,True,True,,1.0,1600902348,3162.5811691446893,10.000000000000002,OLS,90.30858450263347
200,160,0.8,1.0,0.0,10.0,26,True,True,,1.0,1600902348,3162.5811691446893,10.000000000000002,LAD,4.3178286266327435
200,160,0.8,1.0,0.0,10.0,26,True,True,,1.0,1600902348,3162.5811691446893,10.000000000000002,Huber,1.8194706124926938
200,160,0.8,1.0,0.0,10.0,27,True,True,,1.0,225244110,3000.7542981889214,10.000000000000002,OLS,54.684666441866966
200,160,0.8,1.0,0.0,10.0,27,True,True,,1.0,225244110,3000.7542981889214,10.000000000000002,LAD,6.876518182559178
200,160,0.8,1.0,0.0,10.0,27,True,True,,1.0,225244110,3000.7542981889214,10.000000000000002,Huber,5.8819457563687845
200,160,0.8,1.0,0.0,10.0,28,True,True,,1.0,1116154413,3060.453405645757,10.000000000000004,OLS,59.00697172779469
200,160,0.8,1.0,0.0,10.0,28,True,True,,1.0,1116154413,3060.453405645757,10.000000000000004,LAD,3.957023524911959
200,160,0.8,1.0,0.0,10.0,28,True,True,,1.0,1116154413,3060.453405645757,10.000000000000004,Huber,2.856587742916554
200,160,0.8,1.0,0.0,10.0,29,True,True,,1.0,1250689190,3140.8868528820526,9.999999999999998,OLS,74.7012690342463
200,160,0.8,1.0,0.0,10.0,29,True,True,,1.0,1250689190,3140.8868528820526,9.999999999999998,LAD,10.735367752513962
200,160,0.8,1.0,0.0,10.0,29,True,True,,1.0,1250689190,3140.8868528820526,9.999999999999998,Huber,7.791244320488187
200,160,0.8,1.0,0.5,1.0,0,True,True,,1.0,32266609,34569.81010252667,1.0,OLS,1839.5779635071426
200,160,0.8,1.0,0.5,1.0,0,True,True,,1.0,32266609,34569.81010252667,1.0,LAD,234.28134593735467
200,160,0.8,1.0,0.5,1.0,0,True,True,,1.0,32266609,34569.81010252667,1.0,Huber,155.8675891837766
200,160,0.8,1.0,0.5,1.0,1,True,True,,1.0,1877774240,27145.54396946875,0.9999999999999998,OLS,853.9839840289875
200,160,0.8,1.0,0.5,1.0,1,True,True,,1.0,1877774240,27145.54396946875,0.9999999999999998,LAD,799.8667223622355
200,160,0.8,1.0,0.5,1.0,1,True,True,,1.0,1877774240,27145.54396946875,0.9999999999999998,Huber,633.537413320272
200,160,0.8,1.0,0.5,1.0,2,True,True,,1.0,1582838167,35509.122675459745,1.0000000000000002,OLS,2078.174449092415
200,160,0.8,1.0,0.5,1.0,2,True,True,,1.0,1582838167,35509.122675459745,1.0000000000000002,LAD,341.0959922312003
200,160,0.8,1.0,0.5,1.0,2,True,True,,1.0,1582838167,35509.122675459745,1.0000000000000002,Huber,226.85190893499083
200,160,0.8,1.0,0.5,1.0,3,True,True,,1.0,623705726,32066.432187220074,0.9999999999999993,OLS,1338.556250675851
200,160,0.8,1.0,0.5,1.0,3,True,True,,1.0,623705726,32066.432187220074,0.9999999999999993,LAD,220.55443600369455
200,160,0.8,1.0,0.5,1.0,3,True,True,,1.0,623705726,32066.432187220074,0.9999999999999993,Huber,176.4313317444591
200,160,0.8,1.0,0.5,1.0,4,True,True,,1.0,350939556,21779.78282655501,1.0000000000000002,OLS,778.5379790479296
200,160,0.8,1.0,0.5,1.0,4,True,True,,1.0,350939556,21779.78282655501,1.0000000000000002,LAD,84.6699196515378
200,160,0.8,1.0,0.5,1.0,4,True,True,,1.0,350939556,21779.78282655501,1.0000000000000002,Huber,71.32866702351471
200,160,0.8,1.0,0.5,1.0,5,True,True,,1.0,1490121120,32898.79813117097,1.0,OLS,2730.455200045429
200,160,0.8,1.0,0.5,1.0,5,True,True,,1.0,1490121120,32898.79813117097,1.0,LAD,846.1173789155412
200,160,0.8,1.0,0.5,1.0,5,True,True,,1.0,1490121120,32898.79813117097,1.0,Huber,384.27154154914444
200,160,0.8,1.0,0.5,1.0,6,True,True,,1.0,829289472,23905.562048754182,0.9999999999999999,OLS,866.4680113771761
200,160,0.8,1.0,0.5,1.0,6,True,True,,1.0,829289472,23905.562048754182,0.9999999999999999,LAD,759.7968476646404
200,160,0.8,1.0,0.5,1.0,6,True,True,,1.0,829289472,23905.562048754182,0.9999999999999999,Huber,528.5228682601013
200,160,0.8,1.0,0.5,1.0,7,True,True,,1.0,118862551,43854.78362783403,1.0,OLS,1571.3966002075867
200,160,0.8,1.0,0.5,1.0,7,True,True,,1.0,118862551,43854.78362783403,1.0,LAD,178.96751944978402
200,160,0.8,1.0,0.5,1.0,7,True,True,,1.0,118862551,43854.78362783403,1.0,Huber,93.58544895885419
200,160,0.8,1.0,0.5,1.0,8,True,True,,1.0,1961462611,35691.35477951485,1.0,OLS,1429.3828641482978
200,160,0.8,1.0,0.5,1.0,8,True,True,,1.0,1961462611,35691.35477951485,1.0,LAD,198.89535582425867
200,160,0.8,1.0,0.5,1.0,8,True,True,,1.0,1961462611,35691.35477951485,1.0,Huber,140.3381438824435
200,160,0.8,1.0,0.5,1.0,9,True,True,,1.0,1097649461,41830.42475499102,1.0,OLS,3540.684186765706
200,160,0.8,1.0,0.5,1.0,9,True,True,,1.0,1097649461,41830.42475499102,1.0,LAD,98.01624017902694
200,160,0.8,1.0,0.5,1.0,9,True,True,,1.0,1097649461,41830.42475499102,1.0,Huber,82.11300258115845
200,160,0.8,1.0,0.5,1.0,10,True,True,,1.0,1323727879,36433.51775023206,0.9999999999999998,OLS,1479.1623155539103
200,160,0.8,1.0,0.5,1.0,10,True,True,,1.0,1323727879,36433.51775023206,0.9999999999999998,LAD,313.0531146531167
200,160,0.8,1.0,0.5,1.0,10,True,True,,1.0,1323727879,36433.51775023206,0.9999999999999998,Huber,234.98834099978504
200,160,0.8,1.0,0.5,1.0,11,True,True,,1.0,43237629,30203.20809334229,1.0,OLS,1469.9242012918082
200,160,0.8,1.0,0.5,1.0,11,True,True,,1.0,43237629,30203.20809334229,1.0,LAD,230.18511739807172
200,160,0.8,1.0,0.5,1.0,11,True,True,,1.0,43237629,30203.20809334229,1.0,Huber,164.570552903526
200,160,0.8,1.0,0.5,1.0,12,True,True,,1.0,1277095482,28474.10079732562,1.0000000000000002,OLS,1198.3478582787886
200,160,0.8,1.0,0.5,1.0,12,True,True,,1.0,1277095482,28474.10079732562,1.0000000000000002,LAD,514.2130119045347
200,160,0.8,1.0,0.5,1.0,12,True,True,,1.0,1277095482,28474.10079732562,1.0000000000000002,Huber,399.13211394779665
200,160,0.8,1.0,0.5,1.0,13,True,True,,1.0,1636174010,32578.940637475018,1.0000000000000002,OLS,1299.1947891814027
200,160,0.8,1.0,0.5,1.0,13,True,True,,1.0,1636174010,32578.940637475018,1.0000000000000002,LAD,140.66297240886897
200,160,0.8,1.0,0.5,1.0,13,True,True,,1.0,1636174010,32578.940637475018,1.0000000000000002,Huber,124.48898329321779
200,160,0.8,1.0,0.5,1.0,14,True,True,,1.0,2093953377,36876.16483120357,1.0,OLS,1553.8654484358003
200,160,0.8,1.0,0.5,1.0,14,True,True,,1.0,2093953377,36876.16483120357,1.0,LAD,664.3010634450106
200,160,0.8,1.0,0.5,1.0,14,True,True,,1.0,2093953377,36876.16483120357,1.0,Huber,554.7542571505322
200,160,0.8,1.0,0.5,1.0,15,True,True,,1.0,1060041040,30246.8628943207,0.9999999999999997,OLS,3254.0345041505984
200,160,0.8,1.0,0.5,1.0,15,True,True,,1.0,1060041040,30246.8628943207,0.9999999999999997,LAD,192.70805412920794
200,160,0.8,1.0,0.5,1.0,15,True,True,,1.0,1060041040,30246.8628943207,0.9999999999999997,Huber,132.9541161498837
200,160,0.8,1.0,0.5,1.0,16,True,True,,1.0,1515138959,30984.492586600514,1.0,OLS,1726.7758510029284
200,160,0.8,1.0,0.5,1.0,16,True,True,,1.0,1515138959,30984.492586600514,1.0,LAD,1755.1796149870781
200,160,0.8,1.0,0.5,1.0,16,True,True,,1.0,1515138959,30984.492586600514,1.0,Huber,973.7635146551023
200,160,0.8,1.0,0.5,1.0,17,True,True,,1.0,252254563,31336.63601790074,1.0000000000000004,OLS,1413.7922646134489
200,160,0.8,1.0,0.5,1.0,17,True,True,,1.0,252254563,31336.63601790074,1.0000000000000004,LAD,1341.3136156286637
200,160,0.8,1.0,0.5,1.0,17,True,True,,1.0,252254563,31336.63601790074,1.0000000000000004,Huber,1227.6146875204493
200,160,0.8,1.0,0.5,1.0,18,True,True,,1.0,1406620876,26822.621361629128,1.0,OLS,1727.651499552579
200,160,0.8,1.0,0.5,1.0,18,True,True,,1.0,1406620876,26822.621361629128,1.0,LAD,15.239643985249995
200,160,0.8,1.0,0.5,1.0,18,True,True,,1.0,1406620876,26822.621361629128,1.0,Huber,8.588917877042926
200,160,0.8,1.0,0.5,1.0,19,True,True,,1.0,1541371704,33929.314899370445,1.0000000000000002,OLS,1347.53136767966
200,160,0.8,1.0,0.5,1.0,19,True,True,,1.0,1541371704,33929.314899370445,1.0000000000000002,LAD,207.62855474391003
200,160,0.8,1.0,0.5,1.0,19,True,True,,1.0,1541371704,33929.314899370445,1.0000000000000002,Huber,140.70938790690775
200,160,0.8,1.0,0.5,1.0,20,True,True,,1.0,140284058,28690.609455906506,0.9999999999999999,OLS,885.696192720174
200,160,0.8,1.0,0.5,1.0,20,True,True,,1.0,140284058,28690.609455906506,0.9999999999999999,LAD,103.49771167969479
200,160,0.8,1.0,0.5,1.0,20,True,True,,1.0,140284058,28690.609455906506,0.9999999999999999,Huber,68.7385098002973
200,160,0.8,1.0,0.5,1.0,21,True,True,,1.0,550672516,33352.82943695945,1.0000000000000002,OLS,1333.9007827201924
200,160,0.8,1.0,0.5,1.0,21,True,True,,1.0,550672516,33352.82943695945,1.0000000000000002,LAD,991.9105670794168
200,160,0.8,1.0,0.5,1.0,21,True,True,,1.0,550672516,33352.82943695945,1.0000000000000002,Huber,396.3523015488282
200,160,0.8,1.0,0.5,1.0,22,True,True,,1.0,1879078309,28740.156447474135,1.0000000000000002,OLS,970.5466768081005
200,160,0.8,1.0,0.5,1.0,22,True,True,,1.0,1879078309,28740.156447474135,1.0000000000000002,LAD,205.40303709133377
200,160,0.8,1.0,0.5,1.0,22,True,True,,1.0,1879078309,28740.156447474135,1.0000000000000002,Huber,146.25058000679175
200,160,0.8,1.0,0.5,1.0,23,True,True,,1.0,976460347,46454.58406715223,1.0,OLS,2812.6553392292217
200,160,0.8,1.0,0.5,1.0,23,True,True,,1.0,976460347,46454.58406715223,1.0,LAD,254.5696735421331
200,160,0.8,1.0,0.5,1.0,23,True,True,,1.0,976460347,46454.58406715223,1.0,Huber,197.75809786064107
200,160,0.8,1.0,0.5,1.0,24,True,True,,1.0,320658868,39735.47589338796,1.0,OLS,1737.9204343721594
200,160,0.8,1.0,0.5,1.0,24,True,True,,1.0,320658868,39735.47589338796,1.0,LAD,309.5726783805029
200,160,0.8,1.0,0.5,1.0,24,True,True,,1.0,320658868,39735.47589338796,1.0,Huber,290.15203932489555
200,160,0.8,1.0,0.5,1.0,25,True,True,,1.0,586143206,39809.00103307709,0.9999999999999997,OLS,2044.2068128166175
200,160,0.8,1.0,0.5,1.0,25,True,True,,1.0,586143206,39809.00103307709,0.9999999999999997,LAD,994.5850771460233
200,160,0.8,1.0,0.5,1.0,25,True,True,,1.0,586143206,39809.00103307709,0.9999999999999997,Huber,616.5577727719683
200,160,0.8,1.0,0.5,1.0,26,True,True,,1.0,374434759,29120.387046519725,0.9999999999999998,OLS,909.4884133432657
200,160,0.8,1.0,0.5,1.0,26,True,True,,1.0,374434759,29120.387046519725,0.9999999999999998,LAD,624.8202056021522
200,160,0.8,1.0,0.5,1.0,26,True,True,,1.0,374434759,29120.387046519725,0.9999999999999998,Huber,412.51957789575647
200,160,0.8,1.0,0.5,1.0,27,True,True,,1.0,1157721080,43105.394202188676,1.0000000000000002,OLS,2044.30286739162
200,160,0.8,1.0,0.5,1.0,27,True,True,,1.0,1157721080,43105.394202188676,1.0000000000000002,LAD,150.10482963351325
200,160,0.8,1.0,0.5,1.0,27,True,True,,1.0,1157721080,43105.394202188676,1.0000000000000002,Huber,105.48710665237518
200,160,0.8,1.0,0.5,1.0,28,True,True,,1.0,387600890,37761.49384530654,1.0,OLS,1706.6659028943984
200,160,0.8,1.0,0.5,1.0,28,True,True,,1.0,387600890,37761.49384530654,1.0,LAD,144.58128362208473
200,160,0.8,1.0,0.5,1.0,28,True,True,,1.0,387600890,37761.49384530654,1.0,Huber,116.05954258443519
200,160,0.8,1.0,0.5,1.0,29,True,True,,1.0,979202252,31174.8876015649,1.0000000000000002,OLS,1272.5942527660484
200,160,0.8,1.0,0.5,1.0,29,True,True,,1.0,979202252,31174.8876015649,1.0000000000000002,LAD,129.98458639559453
200,160,0.8,1.0,0.5,1.0,29,True,True,,1.0,979202252,31174.8876015649,1.0000000000000002,Huber,82.6184024204862
200,160,0.8,1.0,0.5,5.0,0,True,True,,1.0,2119954146,7974.899534081487,5.0,OLS,267.28238225355756
200,160,0.8,1.0,0.5,5.0,0,True,True,,1.0,2119954146,7974.899534081487,5.0,LAD,60.31380233121486
200,160,0.8,1.0,0.5,5.0,0,True,True,,1.0,2119954146,7974.899534081487,5.0,Huber,25.05823998284446
200,160,0.8,1.0,0.5,5.0,1,True,True,,1.0,849912323,6074.038397250254,4.999999999999998,OLS,410.60980373513377
200,160,0.8,1.0,0.5,5.0,1,True,True,,1.0,849912323,6074.038397250254,4.999999999999998,LAD,149.5831853440803
200,160,0.8,1.0,0.5,5.0,1,True,True,,1.0,849912323,6074.038397250254,4.999999999999998,Huber,80.95095632116457
200,160,0.8,1.0,0.5,5.0,2,True,True,,1.0,163407026,7247.071279063564,5.0,OLS,287.5887523419982
200,160,0.8,1.0,0.5,5.0,2,True,True,,1.0,163407026,7247.071279063564,5.0,LAD,32.64070278887094
200,160,0.8,1.0,0.5,5.0,2,True,True,,1.0,163407026,7247.071279063564,5.0,Huber,26.973440634351704
200,160,0.8,1.0,0.5,5.0,3,True,True,,1.0,571426461,5951.578937419421,4.999999999999999,OLS,341.49407417950243
200,160,0.8,1.0,0.5,5.0,3,True,True,,1.0,571426461,5951.578937419421,4.999999999999999,LAD,12.080624903062361
200,160,0.8,1.0,0.5,5.0,3,True,True,,1.0,571426461,5951.578937419421,4.999999999999999,Huber,8.66839055217605
200,160,0.8,1.0,0.5,5.0,4,True,True,,1.0,778307900,7314.844846801219,5.0,OLS,323.93912977966085
200,160,0.8,1.0,0.5,5.0,4,True,True,,1.0,778307900,7314.844846801219,5.0,LAD,50.96702064417931
200,160,0.8,1.0,0.5,5.0,4,True,True,,1.0,778307900,7314.844846801219,5.0,Huber,47.63124885918598
200,160,0.8,1.0,0.5,5.0,5,True,True,,1.0,862088587,6100.227494819704,4.999999999999998,OLS,224.42995962779113
200,160,0.8,1.0,0.5,5.0,5,True,True,,1.0,862088587,6100.227494819704,4.999999999999998,LAD,21.24776437213699
200,160,0.8,1.0,0.5,5.0,5,True,True,,1.0,862088587,6100.227494819704,4.999999999999998,Huber,16.1485764365204
200,160,0.8,1.0,0.5,5.0,6,True,True,,1.0,235666924,7027.730993477543,5.000000000000002,OLS,458.54868010659555
200,160,0.8,1.0,0.5,5.0,6,True,True,,1.0,235666924,7027.730993477543,5.000000000000002,LAD,83.33548699052076
200,160,0.8,1.0,0.5,5.0,6,True,True,,1.0,235666924,7027.730993477543,5.000000000000002,Huber,31.006743792408532
200,160,0.8,1.0,0.5,5.0,7,True,True,,1.0,1912967945,5732.404915497656,4.999999999999998,OLS,229.83842939936167
200,160,0.8,1.0,0.5,5.0,7,True,True,,1.0,1912967945,5732.404915497656,4.999999999999998,LAD,32.69774584020613
200,160,0.8,1.0,0.5,5.0,7,True,True,,1.0,1912967945,5732.404915497656,4.999999999999998,Huber,24.53287999555315
200,160,0.8,1.0,0.5,5.0,8,True,True,,1.0,1254709051,8880.592906114107,5.000000000000001,OLS,385.243057815697
200,160,0.8,1.0,0.5,5.0,8,True,True,,1.0,1254709051,8880.592906114107,5.000000000000001,LAD,380.9525742545102
200,160,0.8,1.0,0.5,5.0,8,True,True,,1.0,1254709051,8880.592906114107,5.000000000000001,Huber,158.1357042695988
200,160,0.8,1.0,0.5,5.0,9,True,True,,1.0,1199969067,4939.590101120148,5.0,OLS,187.5797164963132
200,160,0.8,1.0,0.5,5.0,9,True,True,,1.0,1199969067,4939.590101120148,5.0,LAD,34.42711049392985
200,160,0.8,1.0,0.5,5.0,9,True,True,,1.0,1199969067,4939.590101120148,5.0,Huber,23.556545918766357
200,160,0.8,1.0,0.5,5.0,10,True,True,,1.0,1178836367,5432.0591189497,5.000000000000002,OLS,235.48061291748076
200,160,0.8,1.0,0.5,5.0,10,True,True,,1.0,1178836367,5432.0591189497,5.000000000000002,LAD,13.794427564250878
200,160,0.8,1.0,0.5,5.0,10,True,True,,1.0,1178836367,5432.0591189497,5.000000000000002,Huber,12.003116131373924
200,160,0.8,1.0,0.5,5.0,11,True,True,,1.0,996039933,5764.396475825008,5.000000000000002,OLS,204.5831963943147
200,160,0.8,1.0,0.5,5.0,11,True,True,,1.0,996039933,5764.396475825008,5.000000000000002,LAD,81.51432367004035
200,160,0.8,1.0,0.5,5.0,11,True,True,,1.0,996039933,5764.396475825008,5.000000000000002,Huber,41.206607295394356
200,160,0.8,1.0,0.5,5.0,12,True,True,,1.0,814380585,6560.067652685922,5.000000000000003,OLS,289.1743484522193
200,160,0.8,1.0,0.5,5.0,12,True,True,,1.0,814380585,6560.067652685922,5.000000000000003,LAD,45.24572287326132
200,160,0.8,1.0,0.5,5.0,12,True,True,,1.0,814380585,6560.067652685922,5.000000000000003,Huber,38.89933744217789
